STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,10/26/2020,49,"H,,S",63,",,S",,
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,10/27/2020,52,"H,,S",,,46,",,S"
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,10/28/2020,56,"H,,S",64,",,S",,
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,10/29/2020,56,"H,,S",,,,
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,10/30/2020,54,"H,,S",,,45,",,S"
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,10/31/2020,53,"H,,S",69,",,S",41,",,S"
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,11/1/2020,58,"H,,S",,,,
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,11/2/2020,60,"H,,S",69,",,S",55,",,S"
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,11/3/2020,53,"H,,S",59,",,S",,
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,11/4/2020,48,"H,,S",,,,
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,11/5/2020,49,"H,,S",54,",,S",,
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,11/6/2020,52,"H,,S",66,",,S",,
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,11/7/2020,57,"H,,S",63,",,S",53,",,S"
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,11/8/2020,56,"H,,S",59,",,S",53,",,S"
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,11/9/2020,57,"H,,S",,,,
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,11/10/2020,51,"H,,S",58,",,S",44,",,S"
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,11/11/2020,51,"H,,S",54,",,S",,
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,11/12/2020,54,"H,,S",65,",,S",44,",,S"
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,11/13/2020,56,"H,,S",,,48,",,S"
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,11/14/2020,57,"H,,S",65,",,S",51,",,S"
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,11/15/2020,58,"H,,S",,,,
FRM00007481,"SAINT EXUPERY, FR",45.726,5.091,250.2,11/16/2020,52,"H,,S",58,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,12/31/2019,31,"H,,S",36,",,E",27,",,E"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/1/2020,29,"H,,S",32,",,S",26,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/2/2020,31,"H,,S",,,29,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/3/2020,43,"H,,S",,,32,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/4/2020,43,"H,,S",48,",,S",39,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/5/2020,36,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/6/2020,32,"H,,S",,,28,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/7/2020,39,"H,,S",49,",,S",29,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/8/2020,39,"H,,S",,,28,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/9/2020,49,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/10/2020,48,"H,,S",54,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/11/2020,41,"H,,S",48,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/12/2020,35,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/13/2020,41,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/14/2020,46,"H,,S",52,",,S",38,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/15/2020,50,"H,,S",57,",,S",43,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/16/2020,48,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/17/2020,42,"H,,S",50,",,S",31,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/18/2020,41,"H,,S",47,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/19/2020,37,"H,,S",41,",,S",29,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/20/2020,38,"H,,S",45,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/21/2020,32,"H,,S",40,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/22/2020,29,"H,,S",33,",,S",27,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/23/2020,31,"H,,S",34,",,S",28,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/24/2020,32,"H,,S",42,",,S",27,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/25/2020,35,"H,,S",44,",,S",28,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/26/2020,34,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/27/2020,44,"H,,S",,,33,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/28/2020,44,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/29/2020,42,"H,,S",47,",,S",38,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/30/2020,45,"H,,S",,,37,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,1/31/2020,55,"H,,S",,,47,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/1/2020,50,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/2/2020,53,"H,,S",61,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/3/2020,50,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/4/2020,44,"H,,S",62,",,S",39,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/5/2020,40,"H,,S",49,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/6/2020,35,"H,,S",47,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/7/2020,30,"H,,S",37,",,S",26,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/8/2020,35,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/9/2020,49,"H,,S",,,32,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/10/2020,53,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/11/2020,45,"H,,S",53,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/12/2020,42,"H,,S",,,37,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/13/2020,41,"H,,S",49,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/14/2020,46,"H,,S",52,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/15/2020,43,"H,,S",,,32,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/16/2020,57,"H,,S",69,",,S",46,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/17/2020,47,"H,,S",63,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/18/2020,45,"H,,S",49,",,S",40,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/19/2020,44,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/20/2020,47,"H,,S",56,",,S",36,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/21/2020,44,"H,,S",53,",,S",36,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/22/2020,45,"H,,S",,,30,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/23/2020,54,"H,,S",,,47,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/24/2020,53,"H,,S",63,",,S",44,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/25/2020,47,"H,,S",58,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/26/2020,39,"H,,S",47,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/27/2020,39,"H,,S",48,",,S",34,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/28/2020,43,"H,,S",,,35,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,2/29/2020,48,"H,,S",61,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/1/2020,48,"H,,S",58,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/2/2020,42,"H,,S",52,",,S",36,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/3/2020,42,"H,,S",49,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/4/2020,40,"H,,S",52,",,S",30,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/5/2020,45,"H,,S",,,38,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/6/2020,44,"H,,S",50,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/7/2020,42,"H,,S",50,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/8/2020,45,"H,,S",55,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/9/2020,46,"H,,S",54,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/10/2020,46,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/11/2020,56,"H,,S",63,",,S",51,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/12/2020,54,"H,,S",59,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/13/2020,47,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/14/2020,42,"H,,S",54,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/15/2020,45,"H,,S",,,31,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/16/2020,53,"H,,S",69,",,S",35,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/17/2020,55,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/18/2020,53,"H,,S",,,39,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/19/2020,55,"H,,S",68,",,S",41,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/20/2020,54,"H,,S",68,",,S",40,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/21/2020,43,"H,,S",60,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/22/2020,43,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/23/2020,40,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/24/2020,40,"H,,S",52,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/25/2020,40,"H,,S",51,",,S",29,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/26/2020,42,"H,,S",53,",,S",33,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/27/2020,45,"H,,S",59,",,S",32,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/28/2020,50,"H,,S",67,",,S",33,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/29/2020,43,"H,,S",59,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/30/2020,39,"H,,S",47,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,3/31/2020,40,"H,,S",52,",,S",28,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/1/2020,41,"H,,S",55,",,S",28,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/2/2020,44,"H,,S",,,26,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/3/2020,47,"H,,S",58,",,S",31,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/4/2020,48,"H,,S",63,",,S",32,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/5/2020,53,"H,,S",71,",,S",35,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/6/2020,57,"H,,S",,,36,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/7/2020,59,"H,,S",77,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/8/2020,58,"H,,S",75,",,S",42,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/9/2020,59,"H,,S",77,",,S",40,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/10/2020,61,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/11/2020,61,"H,,S",77,",,S",45,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/12/2020,55,"H,,S",75,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/13/2020,53,"H,,S",70,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/14/2020,45,"H,,S",54,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/15/2020,49,"H,,S",,,31,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/16/2020,58,"H,,S",,,37,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/17/2020,63,"H,,S",78,",,S",49,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/18/2020,64,"H,,S",77,",,S",51,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/19/2020,62,"H,,S",74,",,S",46,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/20/2020,60,"H,,S",71,",,S",50,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/21/2020,61,"H,,S",74,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/22/2020,62,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/23/2020,61,"H,,S",75,",,S",47,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/24/2020,61,"H,,S",78,",,S",42,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/25/2020,61,"H,,S",71,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/26/2020,57,"H,,S",72,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/27/2020,64,"H,,S",77,",,S",54,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/28/2020,60,"H,,S",70,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/29/2020,57,"H,,S",67,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,4/30/2020,55,"H,,S",60,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/1/2020,50,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/2/2020,52,"H,,S",61,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/3/2020,54,"H,,S",67,",,S",40,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/4/2020,59,"H,,S",73,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/5/2020,54,"H,,S",66,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/6/2020,55,"H,,S",67,",,S",43,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/7/2020,58,"H,,S",75,",,S",38,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/8/2020,65,"H,,S",79,",,S",45,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/9/2020,65,"H,,S",,,52,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/10/2020,68,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/11/2020,48,"H,,S",76,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/12/2020,47,"H,,S",57,",,S",35,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/13/2020,48,"H,,S",54,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/14/2020,53,"H,,S",59,",,S",46,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/15/2020,57,"H,,S",67,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/16/2020,58,"H,,S",71,",,S",44,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/17/2020,60,"H,,S",72,",,S",47,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/18/2020,63,"H,,S",,,47,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/19/2020,68,"H,,S",81,",,S",51,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/20/2020,69,"H,,S",80,",,S",56,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/21/2020,70,"H,,S",,,55,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/22/2020,71,"H,,S",,,55,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/23/2020,59,"H,,S",78,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/24/2020,59,"H,,S",,,47,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/25/2020,60,"H,,S",70,",,S",47,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/26/2020,62,"H,,S",74,",,S",49,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/27/2020,64,"H,,S",,,49,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/28/2020,65,"H,,S",,,51,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/29/2020,63,"H,,S",73,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/30/2020,63,"H,,S",74,",,S",50,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,5/31/2020,63,"H,,S",74,",,S",49,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/1/2020,69,"H,,S",,,52,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/2/2020,71,"H,,S",85,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/3/2020,61,"H,,S",81,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/4/2020,61,"H,,S",70,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/5/2020,57,"H,,S",64,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/6/2020,56,"H,,S",62,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/7/2020,56,"H,,S",68,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/8/2020,60,"H,,S",,,46,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/9/2020,59,"H,,S",67,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/10/2020,60,"H,,S",,,56,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/11/2020,63,"H,,S",72,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/12/2020,69,"H,,S",,,53,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/13/2020,68,"H,,S",80,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/14/2020,61,"H,,S",73,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/15/2020,66,"H,,S",74,",,S",55,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/16/2020,57,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/17/2020,56,"H,,S",71,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/18/2020,61,"H,,S",76,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/19/2020,56,"H,,S",71,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/20/2020,61,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/21/2020,68,"H,,S",80,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/22/2020,70,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/23/2020,71,"H,,S",83,",,S",55,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/24/2020,73,"H,,S",85,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/25/2020,73,"H,,S",86,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/26/2020,67,"H,,S",84,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/27/2020,73,"H,,S",,,60,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/28/2020,66,"H,,S",83,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/29/2020,66,"H,,S",76,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,6/30/2020,68,"H,,S",78,",,S",57,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,7/1/2020,72,"H,,S",89,",,S",57,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,7/2/2020,69,"H,,S",78,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,7/3/2020,67,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,7/4/2020,69,"H,,S",83,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,7/5/2020,76,"H,,S",86,",,S",67,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,7/6/2020,66,"H,,S",83,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,7/7/2020,64,"H,,S",76,",,S",48,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,7/8/2020,69,"H,,S",82,",,S",51,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,7/9/2020,74,"H,,S",90,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,7/10/2020,72,"H,,S",86,",,S",60,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,7/11/2020,67,"H,,S",77,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,7/12/2020,67,"H,,S",80,",,S",49,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,7/13/2020,70,"H,,S",83,",,S",53,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,7/14/2020,70,"H,,S",83,",,S",53,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,7/15/2020,53,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,7/16/2020,62,"H,,S",66,",,S",60,",,S"
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,7/17/2020,66,"H,,S",,,,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,7/18/2020,71,"H,,S",82,",,S",,
FR000007190,"STRASBOURG ENTZHEIM, FR",48.5492,7.6403,150,7/19/2020,71,"H,,S",,,54,",,S"
